,Unnamed: 0,0,1,2,25,3,4,5,6,7,75,8,9,max,mean,median,min,power
0,0,38259.0,2887.631234852324,2039.0874348795874,-1817.0,1550.610477039687,1316.574886938143,1291.0000000000005,1316.574886938143,1550.6104770396878,1815.0,2039.0874348795874,2887.631234852324,17508.0,0.2579336577181812,0.0,-17878.0,2742.7989353942808
1,1,6068.0,8284.35570661188,1483.2223711506585,-2085.0,996.9792005489226,502.8462963155043,486.0000000000022,502.8462963155043,996.9792005489231,2084.0,1483.2223711506585,8284.355706611881,17430.0,0.23996200108928345,-1.0,-17695.0,3124.983039953977
2,2,18247.0,8173.143546000093,288.73002902316244,-2114.0,688.4377796700505,613.092954078159,558.9999999999987,613.092954078159,688.437779670046,2114.0,288.73002902316244,8173.143546000093,22733.0,0.2525579259371268,-1.0,-22789.0,3290.6142283774316
3,3,37502.0,6552.232951559332,1590.2575487622235,-1446.0,1172.2897886188643,1114.9838243691092,1190.0,1114.9838243691092,1172.2897886188628,1448.0,1590.2575487622235,6552.232951559337,17931.0,0.25336320762170383,2.0,-20780.0,2300.3871413307807
4,4,6632.0,1185.4768839565772,966.1829205105213,-1230.0,109.22251418368,215.15939234381676,50.000000000000384,215.15939234381676,109.22251418368076,1231.0,966.1829205105213,1185.4768839565766,17334.0,0.2480466403726525,0.0,-16569.0,1914.6487928599333
5,5,20408.0,4709.27543389151,1065.9145535887185,-1328.0,920.4281002587527,803.7904978585929,871.9999999999986,803.7904978585929,920.4281002587517,1327.0,1065.9145535887185,4709.275433891509,12612.0,0.2494640889492135,-2.0,-14304.0,2015.835062697343
6,6,19962.0,4133.35633312856,1502.6911895424923,-1660.0,172.78143241105184,187.82222677673022,282.0000000000001,187.82222677673022,172.78143241105067,1659.0,1502.6911895424923,4133.35633312856,21839.0,0.254230714072698,-1.0,-27064.0,2797.2245172670714
7,7,18455.0,6003.63614453359,625.4176103289036,-1367.0,1358.9223833795031,655.7498095237876,589.0000000000008,655.7498095237876,1358.9223833795031,1366.0,625.4176103289036,6003.636144533592,21605.0,0.2537753991955784,0.0,-20897.0,2303.8821584447414
8,8,43005.0,2289.619236802496,2056.526402012883,-1988.0,974.8572974871539,869.5884991327472,773.0000000000003,869.5884991327472,974.8572974871544,1989.0,2056.526402012883,2289.619236802495,25720.0,0.25848109965223337,1.0,-25069.0,3163.3599226139286
9,9,44927.0,3041.0446029542686,498.186468907472,-1533.0,850.2974319864265,445.64362690103087,296.9999999999993,445.64362690103087,850.2974319864265,1535.0,498.186468907472,3041.0446029542686,17831.0,0.2385315315153141,1.0,-19297.0,2467.3680309187766
10,10,33336.0,6914.092407629943,1256.7684197133322,-2116.0,412.2149666787545,447.90639559092466,89.99999999999712,447.90639559092466,412.21496667875374,2110.0,1256.7684197133322,6914.0924076299425,24595.0,0.22162769668156584,-4.0,-23293.0,3150.736897933561
11,11,18056.0,4619.5810887393545,3219.822025955197,-2042.0,894.4034685541674,512.2041791842154,1093.9999999999998,512.2041791842154,894.403468554167,2032.0,3219.822025955197,4619.581088739356,19730.0,0.2697438623798583,-10.0,-17583.0,3035.336884103641
12,12,11501.0,6726.58108412334,2416.331110422649,-1696.0,230.83526315119119,857.0740719469051,543.0000000000023,857.0740719469051,230.83526315119263,1693.0,2416.331110422649,6726.581084123339,24363.0,0.3056806151351193,-5.0,-19804.0,2663.065339040708
13,13,3158.0,3315.430186540495,3088.317695893387,-1346.0,415.6677497425685,624.2089467732468,624.0000000000006,624.2089467732468,415.6677497425679,1329.0,3088.317695893387,3315.430186540497,22999.0,0.19379870498080154,-17.0,-20668.0,2008.5352872180265
14,14,8286.0,928.1225156000779,785.1619684075763,-1283.0,1044.957700596623,276.01210728216347,541.9999999999999,276.01210728216347,1044.957700596623,1268.0,785.1619684075763,928.1225156000787,13481.0,0.2618189553319784,-15.0,-11405.0,1908.474259716384
15,15,18323.0,2672.3436974686124,1050.6800328816778,-1278.0,884.7266033073653,1290.1470724315716,379.0000000000005,1290.1470724315716,884.7266033073657,1273.0,1050.6800328816778,2672.343697468611,13358.0,0.2972764913792397,-6.0,-12324.0,1914.6417419454742
16,16,18147.0,1414.4657414888654,1030.1187620865028,-1245.0,1308.450865013415,108.71217041974005,191.00000000000057,108.71217041974005,1308.4508650134158,1239.0,1030.1187620865028,1414.4657414888645,14477.0,0.2612089286039311,-7.0,-13185.0,1864.5897672142255
17,17,50612.0,1250.6348877428786,577.8169994370794,-1166.0,488.1489296929332,575.8302832966782,185.99999999999974,575.8302832966782,488.1489296929332,1152.0,577.8169994370794,1250.634887742879,15557.0,0.2220552294305744,-12.0,-15764.0,1771.2021341450557
18,18,6024.0,2380.5049616875144,560.9471592036978,-1259.0,838.7783541443637,454.61553490977536,72.00000000000115,454.61553490977536,838.7783541443644,1240.0,560.9471592036978,2380.504961687513,26173.0,0.23595517416634115,-15.0,-18215.0,1997.0190284521577
19,19,6791.0,2311.976544636317,1536.8603911640905,-1108.0,759.9226651781862,162.24098764171674,113.0000000000006,162.24098764171674,759.9226651781876,1098.0,1536.8603911640905,2311.976544636316,15164.0,0.26005514022374115,-9.0,-13833.0,1685.0593461359158
20,20,1873.0,1775.48252898727,799.9665395566341,-995.0,515.1308467379587,351.58432216153227,153.00000000000006,351.58432216153227,515.1308467379579,995.0,799.9665395566341,1775.4825289872715,9944.0,0.2346280725103543,0.0,-12841.0,1479.5225581247485
21,21,22728.0,2168.5359260596174,2316.2574126465797,-1008.0,893.2871528174772,302.65425547937707,530.0000000000003,302.65425547937707,893.2871528174762,1002.0,2316.2574126465797,2168.53592605962,8552.0,0.2487624152010044,-6.0,-8258.0,1489.119874288165
22,22,15257.0,4561.760134260499,1971.859538023271,-1062.0,1472.7021007222124,1132.9399641228342,890.9999999999992,1132.9399641228342,1472.7021007222106,1058.0,1971.859538023271,4561.760134260503,10751.0,0.2746115152420676,-4.0,-10337.0,1582.8843924936527
23,23,8898.0,3277.1309121879212,2518.694734031739,-1103.0,586.1620803006277,577.5550508486507,98.00000000000074,577.5550508486507,586.1620803006283,1089.0,2518.694734031739,3277.1309121879217,9179.0,0.24838282612448115,-18.0,-9283.0,1604.9470396246725
24,24,26767.0,1508.0932144423246,1176.2011262470787,-1075.0,855.8988588338079,771.3293139866405,582.9999999999999,771.3293139866405,855.8988588338084,1066.0,1176.2011262470787,1508.0932144423261,12348.0,0.2839782927372237,-11.0,-11353.0,1584.0224114576158
25,25,34539.0,619.9068575011993,1368.8149330759754,-1160.0,1362.5345823218531,638.0930018329715,514.9999999999999,638.0930018329715,1362.5345823218531,1144.0,1368.8149330759754,619.9068575012008,15256.0,0.17732578315498967,-16.0,-11210.0,1710.5198040361884
26,26,5468.0,1705.479707602771,1784.896823230665,-1210.0,1156.4739369977892,935.7651042975904,731.9999999999991,935.7651042975904,1156.4739369977895,1201.0,1784.896823230665,1705.4797076027698,22448.0,0.2879774190703008,-11.0,-29789.0,1813.2559113373932
