,Unnamed: 0,0,1,2,25,3,4,5,6,7,75,8,9,max,mean,median,min,power
27,27,16461.0,3454.078749690567,1316.2717845425434,-1778.0,1339.366264669996,783.9072580459938,450.9999999999983,783.9072580459938,1339.3662646699966,1761.0,1316.2717845425434,3454.078749690565,32767.0,0.2498635995517257,-12.0,-32768.0,3153.7227208491236
28,28,6498.0,3995.965502011817,186.82551177158504,-1893.0,186.74235387678624,231.7956603374736,207.99999999999903,231.7956603374736,186.74235387678573,1889.0,186.82551177158504,3995.9655020118175,17586.0,0.24653756477746194,-4.0,-17331.0,2848.5956188971436
29,29,15680.0,4772.312555554913,5399.689989213306,-2745.0,3699.446022324545,2902.429675356429,2648.0,2902.429675356429,3699.446022324548,2743.0,5399.689989213306,4772.31255555492,29836.0,0.3386014168685321,-4.0,-27636.0,4138.06150268456
30,30,33059.0,9387.871387957572,3171.3369993720316,-3248.0,3331.383166669293,2508.242140706117,2063.0000000000023,2508.242140706117,3331.3831666692945,3243.0,3171.3369993720316,9387.871387957575,30005.0,0.25775154376825266,-4.0,-28791.0,4901.329513509574
31,31,3941.0,4742.73075826869,3469.195302003126,-2224.0,1012.6391038134404,856.4758937409979,673.0000000000008,856.4758937409979,1012.6391038134398,2222.0,3469.195302003126,4742.730758268692,21490.0,0.20205837767172968,-2.0,-22244.0,3394.2105120336896
32,32,19585.0,3801.81287555812,2316.518304953473,-2074.0,136.2198929690717,623.7130292173525,360.99999999999886,623.7130292173525,136.2198929690708,2070.0,2316.518304953473,3801.8128755581183,23328.0,0.28327071853703994,-4.0,-23382.0,3212.4987159530506
33,33,18922.0,5067.688395363361,1016.4011854993977,-1889.0,1385.0058943916208,247.49066672385686,503.9999999999983,247.49066672385686,1385.0058943916215,1881.0,1016.4011854993977,5067.68839536336,22309.0,0.3064075508183927,-9.0,-24798.0,2912.8132449575273
34,34,24499.0,8859.892669076751,2210.6436348393536,-2703.0,463.222292684677,830.8319443450968,536.9999999999999,830.8319443450968,463.22229268467584,2701.0,2210.6436348393536,8859.892669076751,26836.0,0.2661728888432854,0.0,-27147.0,4100.541915405816
35,35,15782.0,9498.276577079565,845.9646185903845,-1809.0,533.3854753381377,433.9376269617837,71.99999999999775,433.9376269617837,533.3854753381373,1812.0,845.9646185903845,9498.276577079569,16937.0,0.3882146972458089,3.0,-16409.0,2698.213853644666
36,36,4277.0,9128.186829599244,1716.8965168355542,-1804.0,1230.8136349305266,417.910696773774,289.00000000000205,417.910696773774,1230.8136349305255,1807.0,1716.8965168355542,9128.186829599244,32767.0,0.24046157935697876,3.0,-32768.0,2813.487160091547
37,37,5176.0,10185.4332539434,1546.5255190304968,-1505.0,1742.1459265698693,2284.253886718255,1441.9999999999982,2284.253886718255,1742.1459265698654,1499.0,1546.5255190304968,10185.4332539434,20943.0,0.1947192954980352,8.0,-20233.0,2830.1798529422117
38,38,16175.0,6441.245666156587,2677.6975230660955,-1382.0,523.2965394677882,1045.772907932549,995.000000000001,1045.772907932549,523.2965394677893,1382.0,2677.6975230660955,6441.245666156589,21252.0,0.2157055230430651,6.0,-20716.0,2833.094244814316
39,39,16184.0,2908.190094862436,2072.2905345594063,-1073.0,1170.2125328947793,211.20828671122013,306.0,211.20828671122013,1170.2125328947773,1075.0,2072.2905345594063,2908.1900948624384,32716.0,0.21102942485394385,3.0,-32644.0,1606.5229534619168
40,40,8046.0,5066.3341008018215,2732.8152088193324,-1540.0,1033.0207060134785,1525.1288583086148,862.0000000000005,1525.1288583086148,1033.0207060134794,1546.0,2732.8152088193324,5066.3341008018215,23688.0,0.2284803015911019,10.0,-24621.0,3164.5731149714334
41,41,26756.0,6652.329907340978,2417.554644730149,-2040.0,2397.5849940923345,564.549855853029,485.99999999999915,564.549855853029,2397.5849940923363,1899.0,2417.554644730149,6652.329907340976,32767.0,0.2460359463534907,-40.0,-32768.0,3852.1072155380098
42,42,22219.0,2630.7058343688777,2766.395147808221,-1053.0,1511.4346869837084,330.1361630950658,596.9999999999998,330.1361630950658,1511.434686983709,1074.0,2766.395147808221,2630.7058343688805,32767.0,0.2633912757717241,21.0,-32768.0,1609.7943968097293
43,43,2986.0,851.0589405929401,663.3336985674297,-1110.0,794.6796081672304,233.76356504993345,114.00000000000051,233.76356504993345,794.6796081672309,1125.0,663.3336985674297,851.0589405929393,10216.0,0.27639841211836824,14.0,-11464.0,1686.1951251263895
44,44,4710.0,5837.725037257162,1086.160280132676,-1612.0,1748.1542807718274,855.1729917754109,366.0000000000012,855.1729917754109,1748.1542807718286,1628.0,1086.160280132676,5837.725037257161,22530.0,0.2937024576082528,24.0,-22754.0,2584.736350191253
45,45,24792.0,2890.872209777138,1612.4447177187653,-1711.0,702.3979404427705,336.63783551592684,250.0000000000008,336.63783551592684,702.3979404427707,1716.0,1612.4447177187653,2890.872209777137,29628.0,0.26453378328779986,9.0,-26359.0,2730.0642849574074
46,46,16295.0,5920.487660420289,963.3639828561154,-1699.0,562.7635940704622,764.3918082603989,818.9999999999981,764.3918082603989,562.7635940704604,1703.0,963.3639828561154,5920.487660420287,29208.0,0.2711942134767523,2.0,-27502.0,2671.242781927543
47,47,5811.0,1618.368727024122,1449.0630690379805,-1702.0,1200.3356461383298,393.79337469062034,227.0,393.79337469062034,1200.3356461383294,1700.0,1449.0630690379805,1618.3687270241226,22777.0,0.3546131833698461,-2.0,-27564.0,2556.0054773024253
48,48,2082.0,1398.2207397691525,2331.0296679294265,-1856.0,1102.2516785559465,650.5372297054413,1080.0,650.5372297054413,1102.251678555947,1858.0,2331.0296679294265,1398.220739769154,32767.0,0.2568994985015852,1.0,-19721.0,2763.589332733791
49,49,23893.0,7080.764144487888,3590.977314018373,-1763.0,3410.594835235443,2034.667031778272,2216.9999999999977,2034.667031778272,3410.594835235443,1762.0,3590.977314018373,7080.764144487893,32767.0,0.3157319450669921,-3.0,-32768.0,2971.6177412311968
50,50,16784.0,5150.358652791671,2511.1565390678797,-1224.0,1671.6138153335366,1054.6041135405412,1244.0000000000002,1054.6041135405412,1671.6138153335366,1222.0,2511.1565390678797,5150.358652791674,32767.0,0.24648702090580135,-2.0,-32768.0,2036.5539521456337
51,51,4762.0,1350.795661129857,648.4983642517738,-1216.0,371.2466590728502,210.57747164113704,147.99999999999946,210.57747164113704,371.2466590728505,1213.0,648.4983642517738,1350.7956611298566,32767.0,0.2319936907167089,-2.0,-32768.0,1929.7694162774992
52,52,26650.0,2579.5942045597685,1411.5086295855076,-1510.0,366.416074704227,410.6195180524685,285.9999999999999,410.6195180524685,366.41607470422537,1501.0,1411.5086295855076,2579.594204559769,32757.0,0.2471460513875363,-8.0,-32768.0,2309.566409523658
53,53,15312.0,16515.937062656612,8275.05218674577,-1684.0,3192.0432237621594,2652.821951551597,2543.999999999995,2652.821951551597,3192.0432237621576,1681.0,8275.05218674577,16515.937062656598,23955.0,0.2751577170811284,-2.0,-22484.0,2570.173340457799
54,54,29182.0,5348.387765748354,3767.2213313034417,-2074.0,2699.9993161468224,1815.0183032058735,1792.0000000000002,1815.0183032058735,2699.999316146824,2060.0,3767.2213313034417,5348.387765748358,27155.0,0.2350317834346111,-11.0,-26406.0,3437.9082303051664
55,55,10890.0,3997.903916637596,1573.15615265037,-2296.0,963.1361655206172,597.9755173736506,444.00000000000017,597.9755173736506,963.1361655206166,2292.0,1573.15615265037,3997.9039166375987,32151.0,0.25110027428100995,-7.0,-29746.0,3487.1144231298176
56,56,81040.0,10246.508829367365,4098.42326620308,-1961.0,944.0285004684308,737.1850046258897,252.0000000000023,737.1850046258897,944.0285004684315,1959.0,4098.42326620308,10246.50882936736,32659.0,0.2266665626586997,-2.0,-32768.0,2982.2628992092564
57,57,22912.0,5124.167957421067,3583.2066669530177,-2059.0,1736.6291325839295,758.4246712122776,1281.9999999999989,758.4246712122776,1736.6291325839288,2074.0,3583.2066669530177,5124.167957421068,29325.0,0.2568427941580325,10.0,-28214.0,3258.2992496086054
58,58,35473.0,14763.340059620803,5605.700509539992,-2111.0,4929.537228178265,3645.928523345335,3759.0,3645.928523345335,4929.537228178262,2095.0,5605.700509539992,14763.340059620818,32767.0,0.2820653062024551,-6.0,-32768.0,3798.7966515727057
59,59,8565.0,2593.4253949396852,2007.7592238319346,-2262.0,190.81331421559162,147.50559012385662,424.9999999999997,147.50559012385662,190.81331421559207,2258.0,2007.7592238319346,2593.4253949396852,28758.0,0.24103074295491034,1.0,-32768.0,3795.8116391623016
60,60,21265.0,3914.7585060302226,4612.797481006756,-1977.0,2089.71597100276,2034.3314378974067,1781.000000000001,2034.3314378974067,2089.715971002761,1958.0,4612.797481006756,3914.7585060302254,32767.0,0.27506845024328863,-21.0,-32768.0,3103.878541438115
61,61,27505.0,2207.572175475189,3799.024634497987,-1709.0,933.5941784671428,854.0531754390026,713.0,854.0531754390026,933.5941784671428,1688.0,3799.024634497987,2207.57217547519,32767.0,0.22439566870822306,-26.0,-32768.0,2751.8470160966435
62,62,14065.0,7521.98169848126,479.68861954529365,-1771.0,1144.944683254592,290.6266131632313,319.00000000000006,290.6266131632313,1144.94468325459,1747.0,479.68861954529365,7521.981698481263,28303.0,0.23940891872317416,-23.0,-30604.0,2622.967403533639
63,63,11009.0,7054.80902236598,3997.059821583557,-1739.0,1607.7498741855147,1768.6646891602802,1875.0000000000011,1768.6646891602802,1607.7498741855138,1725.0,3997.059821583557,7054.809022365984,31129.0,0.2484493912233677,-15.0,-30591.0,2596.0321646697676
64,64,6828.0,10074.55085880355,1879.4322379022628,-1854.0,2026.564085683114,619.0132980265382,595.9999999999994,619.0132980265382,2026.5640856831078,1843.0,1879.4322379022628,10074.550858803555,21818.0,0.2570772321159801,-13.0,-21256.0,2757.841365996239
65,65,2079.0,1231.1701329474581,2242.9338590434904,-1626.0,2121.2102922006898,1332.1466525710593,1132.9999999999995,1332.1466525710593,2121.210292200692,1629.0,2242.9338590434904,1231.1701329474554,19549.0,0.2511266363003406,3.0,-17674.0,2432.2890453233554
66,66,6943.0,8024.543144602127,3820.207733695616,-1489.0,2129.6512203689513,1689.1435319155728,1641.0000000000007,1689.1435319155728,2129.6512203689495,1499.0,3820.207733695616,8024.543144602134,16042.0,0.25303138220387683,9.0,-15304.0,2212.6687506267176
67,67,8041.0,6494.667419587006,3213.1364895685474,-1693.0,821.3940034813222,682.305576265588,466.9999999999978,682.305576265588,821.3940034813189,1686.0,3213.1364895685474,6494.667419587005,14029.0,0.25686259567482866,-8.0,-13990.0,2490.413017955054
68,68,39906.0,8507.586717623077,934.6154998292734,-1713.0,310.14712980040133,591.1014020275022,307.99999999999716,591.1014020275022,310.14712980039866,1703.0,934.6154998292734,8507.586717623073,15142.0,0.2638034473440666,-12.0,-16365.0,2512.4834327811996
69,69,1250.0,3065.3966153195424,1381.2317906293842,-2069.0,1353.0597144204264,1096.5645172787347,775.9999999999999,1096.5645172787347,1353.0597144204262,2078.0,1381.2317906293842,3065.396615319545,21895.0,0.2429249480510207,4.0,-21598.0,3332.4403970663902
70,70,33261.0,2268.429491075079,1491.7230973758658,-2211.0,720.0525286538866,475.23068162246193,562.9999999999999,475.23068162246193,720.0525286538857,2188.0,1491.7230973758658,2268.4294910750805,32767.0,0.23633460323060745,-37.0,-32768.0,3476.941040627523
71,71,9487.0,13037.898396032972,2918.348564163386,-2144.0,2567.5319695615867,1894.519637809412,1914.999999999999,1894.519637809412,2567.5319695615826,2265.0,2918.348564163386,13037.898396032979,22387.0,0.2570185276192156,4.0,-22347.0,3869.9069756261583
72,72,10900.0,1904.6246432714904,501.0777961506923,-1289.0,191.34515474123867,175.2171287424989,128.00000000000043,175.2171287424989,191.3451547412397,1233.0,501.0777961506923,1904.6246432714893,12205.0,0.25150164502600897,-83.0,-15597.0,1842.7777945265132
73,73,16081.0,533.6742768373963,1129.3431129736239,-1700.0,163.71244986891531,243.30255481405118,245.00000000000014,243.30255481405118,163.71244986891554,1656.0,1129.3431129736239,533.6742768373961,21721.0,0.2360120385221508,-98.0,-18923.0,2976.504997476067
74,74,4724.0,2149.960020014968,1020.0988727292424,-1680.0,398.41424715644274,312.37844012756256,233.99999999999986,312.37844012756256,398.41424715644285,1643.0,1020.0988727292424,2149.96002001497,32767.0,0.2576980196683066,-88.0,-32768.0,2849.8189416171685
75,75,64231.0,7541.987965645407,2208.501819243255,-1383.0,1865.166353454796,1342.5430028119133,1282.9999999999984,1342.5430028119133,1865.1663534547918,1340.0,2208.501819243255,7541.987965645409,32767.0,0.2509104197381519,-74.0,-32768.0,2239.284037365515
76,76,1.0,1.0,1.0000000000000002,-2227.0,1.0000000000000002,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,2178.0,1.0000000000000002,1.0000000000000002,29146.0,0.2502371681670816,-26.0,-26072.0,3755.3579057128495
77,77,10244.0,2307.062570597593,1402.634211010599,-2228.0,996.009184369115,1005.9867146750372,1053.9999999999993,1005.9867146750372,996.0091843691147,2200.0,1402.634211010599,2307.062570597593,28115.0,0.24253131789895105,-24.0,-26898.0,3449.7215829686893
78,78,22951.0,750.394679608639,505.25759255179406,-1642.0,306.28552824945564,418.6069339711956,327.0,418.6069339711956,306.28552824945604,1641.0,505.25759255179406,750.3946796086385,24445.0,0.2649894181894333,-1.0,-29945.0,2516.238263758025
79,79,7933.0,787.7492061997058,1137.3005192373505,-1343.0,298.52669584433136,365.2403714575557,270.9999999999997,365.2403714575557,298.52669584433085,1347.0,1137.3005192373505,787.7492061997052,13494.0,0.24244081096612,7.0,-14445.0,2007.7865922453013
80,80,22893.0,4093.629513886973,1324.5286593668511,-1352.0,313.45717894716324,219.66299305038368,222.9999999999987,219.66299305038368,313.45717894716256,1367.0,1324.5286593668511,4093.629513886971,20034.0,0.2614785692584052,16.0,-17286.0,2015.3166004377574
