,0,1,2,25,3,4,5,6,7,75,8,9,max,mean,median,min,power
0,54457.0,4913.712678598451,2238.160714725318,-2107.0,1910.470023889624,1403.240754489494,1406.999999999999,1403.240754489494,1910.4700238896232,2109.0,2238.160714725318,4913.712678598455,17879.0,0.24707844620897962,-2.0,-17790.0,3184.0083228534436
1,16424.0,3876.6790421531455,1836.6921977072016,-2091.0,1833.2843762304249,1546.6298105498586,1303.9999999999982,1546.6298105498586,1833.2843762304246,2090.0,1836.6921977072016,3876.679042153144,19067.0,0.2542569160797717,-2.0,-22560.0,3243.546361623339
2,208.0,6602.64240511109,1331.4819111151512,-1804.0,1083.9835193529611,803.5228188254175,904.0000000000009,803.5228188254175,1083.9835193529614,1805.0,1331.4819111151512,6602.642405111092,22019.0,0.2513198511005943,0.0,-21222.0,2878.5180214825823
3,14684.0,316.51820416446145,848.8224523289458,-1186.0,715.7591958420821,513.1251742238683,349.9999999999999,513.1251742238683,715.7591958420825,1193.0,848.8224523289458,316.5182041644612,17190.0,0.24620713946688316,6.0,-17300.0,1844.836036074751
4,11322.0,8281.373878071761,1539.0894988226244,-1433.0,1286.3295423765442,913.4475981762304,786.0000000000018,913.4475981762304,1286.329542376546,1432.0,1539.0894988226244,8281.373878071761,29068.0,0.24594305923833765,-1.0,-27951.0,2742.4447122959473
5,8410.0,4792.275383004928,1899.3164239812902,-1376.0,850.9404523496123,321.6863714783794,492.0000000000003,321.6863714783794,850.9404523496121,1374.0,1899.3164239812902,4792.2753830049305,19928.0,0.24970386731623642,-1.0,-18914.0,2093.5145091448494
6,23524.0,4509.643416640744,3964.2961068529194,-1729.0,1704.2016473260423,1997.1638333373621,856.000000000001,1997.1638333373621,1704.2016473260433,1730.0,3964.2961068529194,4509.643416640743,18156.0,0.2673190366382065,1.0,-15153.0,2603.951420437793
7,2318.0,7727.09941327928,3145.2101501921416,-1714.0,1065.716499496476,815.754933254057,783.9999999999975,815.754933254057,1065.7164994964783,1706.0,3145.2101501921416,7727.099413279277,16436.0,0.2544321895057161,-6.0,-15706.0,2558.528874177503
8,1425.0,3164.4675268225724,477.663035107619,-1774.0,1041.9598224909785,646.3923150005554,64.99999999999929,646.3923150005554,1041.9598224909773,1774.0,477.663035107619,3164.467526822572,17789.0,0.2566513994972015,-1.0,-15090.0,2662.43028077732
9,23864.0,3968.0325568311537,1600.1653141462668,-1903.0,1533.900136230521,1403.2757987662928,683.9999999999995,1403.2757987662928,1533.9001362305196,1889.0,1600.1653141462668,3968.0325568311564,32345.0,0.22301530297220767,-11.0,-27268.0,2857.334947114181
10,41086.0,11966.638966076183,5573.132094168281,-2612.0,4905.836509259865,3759.775347138639,3500.000000000002,3759.775347138639,4905.836509259867,2570.0,5573.132094168281,11966.638966076192,32767.0,0.17799611450237088,-31.0,-32768.0,4237.996814533961
11,70551.0,35946.786825120456,7204.049556240085,-2601.0,6882.3548985318475,4819.153659226594,3688.999999999996,4819.153659226594,6882.354898531842,2593.0,7204.049556240085,35946.78682512048,32767.0,0.15678636983592945,-11.0,-32768.0,5913.121510674375
12,13514.0,3474.8603792480744,2824.8142843805363,-1826.0,2182.8152337593597,1464.3945024342584,863.9999999999999,1464.3945024342584,2182.815233759361,1819.0,2824.8142843805363,3474.860379248073,22330.0,0.28741987636252936,-8.0,-18701.0,2756.9996372868823
13,15746.0,5890.407184448469,2878.02432373832,-1677.0,2321.4248213969427,1803.8536503748267,1389.9999999999995,1803.8536503748267,2321.424821396942,1675.0,2878.02432373832,5890.407184448474,16122.0,0.24426041034743262,-2.0,-19108.0,2537.1872221024605
14,5169.0,4505.188876769791,1653.029314195945,-1966.0,1494.4865956674755,203.76723585719765,528.9999999999982,203.76723585719765,1494.4865956674726,1965.0,1653.029314195945,4505.188876769789,18457.0,0.2853180153599766,-2.0,-21151.0,2996.2411451683924
15,44692.0,10035.446363980853,3075.154579515997,-1716.0,892.0534040423016,1748.0724561876134,1067.999999999999,1748.0724561876134,892.0534040422953,1712.0,3075.154579515997,10035.446363980855,32767.0,0.2078397005210599,-4.0,-32349.0,2621.5628926272207
16,1058.0,3514.3237952563463,1551.636108045633,-1860.0,1314.1366984050924,821.3332990990934,755.9999999999989,821.3332990990934,1314.1366984050928,1852.0,1551.636108045633,3514.3237952563445,21705.0,0.21437212090446128,-7.0,-16641.0,2765.338315649642
17,17400.0,4831.812570324288,1333.3981612757802,-1893.0,467.2197397972266,1270.7849320425419,893.9999999999995,1270.7849320425419,467.2197397972276,1891.0,1333.3981612757802,4831.812570324289,19382.0,0.19472355582437614,-3.0,-18046.0,2841.600253378367
18,18314.0,5473.851799373302,5812.065567165121,-1878.0,245.99690749611656,1246.7862058001729,1047.999999999999,1246.7862058001729,245.99690749611796,1873.0,5812.065567165121,5473.851799373304,20026.0,0.20983547339726222,-6.0,-19539.0,2798.1104338463842
19,34584.0,4715.15097386676,1219.5340285300538,-1873.0,1203.0308780922176,885.5499721965205,1384.0,885.5499721965205,1203.0308780922167,1870.0,1219.5340285300538,4715.150973866763,18275.0,0.29063630274078994,-3.0,-19170.0,2803.452335960075
20,6594.0,6161.6795198178015,2075.8227629061457,-1785.0,2202.12794702258,858.3658060528135,743.9999999999977,858.3658060528135,2202.127947022582,1789.0,2075.8227629061457,6161.679519817799,19094.0,0.2594090907363504,3.0,-16851.0,2658.4437176664096
21,6363.0,3318.5647051064243,3066.3837486803495,-1853.0,1430.1210780986044,1041.1573876360133,1147.0000000000007,1041.1573876360133,1430.1210780986053,1859.0,3066.3837486803495,3318.5647051064225,23684.0,0.19467589217334047,5.0,-28095.0,2759.4407042007624
22,15849.0,5171.292222012131,5478.650112273765,-1735.0,4058.789444471938,2199.406726206558,2395.000000000001,2199.406726206558,4058.78944447194,1736.0,5478.650112273765,5171.292222012132,14992.0,0.23820542653567264,1.0,-14929.0,2585.0970968224774
23,1870.0,1607.280717111294,353.1352636621307,-1796.0,740.5462148996528,709.5671113843119,180.00000000000006,709.5671113843119,740.5462148996527,1791.0,353.1352636621307,1607.2807171112943,21464.0,0.23818390488711436,-4.0,-25573.0,2664.064751465324
24,28644.0,8720.302632301236,2460.0839737221304,-1770.0,1591.0930208759269,1822.5103133413356,1650.000000000001,1822.5103133413356,1591.0930208759264,1770.0,2460.0839737221304,8720.302632301242,15422.0,0.3043417325767154,0.0,-19574.0,2634.141605912636
25,2706.0,3879.12146771709,1629.887066761465,-1813.0,1656.105261961449,1240.1492448909958,717.9999999999995,1240.1492448909958,1656.1052619614509,1812.0,1629.887066761465,3879.121467717089,20682.0,0.15681863230723472,0.0,-21337.0,2698.5622097702326
26,18488.0,9590.355326522638,701.5382083876829,-2353.0,1205.4881629609022,817.4454979827099,555.9999999999986,817.4454979827099,1205.4881629608992,2359.0,701.5382083876829,9590.355326522642,32767.0,0.26492009287911455,8.0,-32768.0,3788.677209792357
27,51798.0,5009.720511753354,2281.792491050912,-2085.0,1159.813948061378,711.5975181123613,522.000000000001,711.5975181123613,1159.8139480613784,2091.0,2281.792491050912,5009.720511753352,32767.0,0.2938637699647793,6.0,-32768.0,3189.9390276304657
